CCODE SCODE STARTDATE STARTYEAR ENDDATE ENDYEAR XRREG XRCOMP XROPEN XCONST PARREG PARCOMP DEMOCRACY AUTOCRACY POLITY ORIGIN
450 LBR 1/7/1884 1884 30/6/1890 1890 2 1 4 5 4 2 2 5 -3 0
450 LBR 1/7/1890 1890 30/6/1909 1909 2 1 4 4 4 2 1 5 -4 0
450 LBR 1/7/1909 1909 12/4/1980 1980 2 1 4 3 4 2 0 6 -6 0
450 LBR 13/4/1980 1980 3/7/1984 1984 1 0 0 1 4 1 0 7 -7 0
450 LBR 4/7/1984 1984 31/12/1985 1985 1 0 0 1 4 2 0 6 -6 0
450 LBR 1/1/1986 1986 16/9/1990 1990 2 0 0 1 4 2 0 6 -6 0
450 LBR 17/9/1990 1990 17/8/1996 1996 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
450 LBR 18/8/1996 1996 1/8/1997 1997 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
450 LBR 2/8/1997 1997 11/8/2003 2003 2 2 4 2 3 3 3 3 0 0
450 LBR 12/8/2003 2003 15/1/2006 2006 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
450 LBR 16/1/2006 2006 31/12/2007 2007 2 2 4 6 3 4 7 1 6 0
451 SIE 27/4/1961 1961 23/3/1967 1967 3 3 4 5 2 3 6 0 6 0
451 SIE 24/3/1967 1967 17/4/1968 1968 1 0 0 1 4 1 0 7 -7 0
451 SIE 18/4/1968 1968 20/11/1968 1968 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
451 SIE 21/11/1968 1968 19/4/1971 1971 2 2 4 4 3 2 3 2 1 0
451 SIE 20/4/1971 1971 12/6/1978 1978 2 1 4 3 4 2 0 6 -6 0
451 SIE 13/6/1978 1978 23/9/1991 1991 2 1 4 3 4 1 0 7 -7 0
451 SIE 24/9/1991 1991 29/4/1992 1992 2 1 4 3 4 2 0 6 -6 0
451 SIE 30/4/1992 1992 16/3/1996 1996 1 0 0 1 4 1 0 7 -7 0
451 SIE 17/3/1996 1996 25/5/1997 1997 2 2 4 5 3 3 5 1 4 0
451 SIE 26/5/1997 1997 16/11/2001 2001 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
451 SIE 17/11/2001 2001 11/7/2002 2002 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
451 SIE 12/7/2002 2002 16/9/2007 2007 2 2 4 5 2 3 5 0 5 0
451 SIE 17/9/2007 2007 31/12/2007 2007 3 3 4 6 3 4 8 1 7 0
452 GHA 6/3/1957 1957 11/9/1962 1962 2 1 4 1 4 2 0 8 -8 4
452 GHA 12/9/1962 1962 24/2/1966 1966 2 1 4 1 4 1 0 9 -9 0
452 GHA 25/2/1966 1966 29/8/1969 1969 1 0 0 1 4 1 0 7 -7 0
452 GHA 30/8/1969 1969 31/8/1970 1970 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
452 GHA 1/9/1970 1970 13/1/1972 1972 3 3 4 5 3 2 5 2 3 0
452 GHA 14/1/1972 1972 5/7/1978 1978 1 0 0 1 4 1 0 7 -7 0
452 GHA 6/7/1978 1978 1/1/1979 1979 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
452 GHA 2/1/1979 1979 31/12/1981 1981 3 3 4 5 2 3 6 0 6 0
452 GHA 1/1/1982 1982 10/5/1991 1991 1 0 0 1 4 1 0 7 -7 0
452 GHA 11/5/1991 1991 3/11/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
452 GHA 4/11/1992 1992 8/12/1996 1996 2 0 0 3 3 3 1 2 -1 0
452 GHA 9/12/1996 1996 6/1/2001 2001 2 0 0 4 3 4 3 1 2 0
452 GHA 7/1/2001 2001 6/12/2004 2004 2 2 4 6 3 4 7 1 6 0
452 GHA 7/12/2004 2004 31/12/2007 2007 3 3 4 6 2 4 8 0 8 0
461 TOG 27/4/1960 1960 13/1/1967 1967 2 1 4 3 4 2 0 6 -6 0
461 TOG 14/1/1967 1967 31/12/1978 1978 1 0 0 1 4 1 0 7 -7 0
461 TOG 1/1/1979 1979 26/8/1991 1991 2 0 0 1 4 1 0 7 -7 0
461 TOG 27/8/1991 1991 25/8/1993 1993 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
461 TOG 26/8/1993 1993 5/2/2005 2005 2 0 0 2 3 3 1 3 -2 0
461 TOG 6/2/2005 2005 31/12/2007 2007 2 1 4 2 3 3 1 5 -4 0
471 CAO 1/1/1960 1960 1/9/1966 1966 2 1 4 3 4 2 0 6 -6 0
471 CAO 2/9/1966 1966 21/5/1972 1972 2 1 4 3 4 1 0 7 -7 0
471 CAO 22/5/1972 1972 4/11/1982 1982 2 1 4 2 4 1 0 8 -8 0
471 CAO 5/11/1982 1982 22/8/1983 1983 2 1 4 3 4 1 0 7 -7 0
471 CAO 23/8/1983 1983 1/3/1992 1992 2 1 4 2 4 1 0 8 -8 0
471 CAO 2/3/1992 1992 31/12/2007 2007 2 1 4 2 3 3 1 5 -4 0
475 NIG 1/10/1960 1960 8/12/1964 1964 3 3 4 7 2 3 8 0 8 0
475 NIG 9/12/1964 1964 15/1/1966 1966 3 3 4 7 3 3 8 1 7 0
475 NIG 16/1/1966 1966 21/9/1978 1978 1 0 0 1 4 1 0 7 -7 0
475 NIG 22/9/1978 1978 1/10/1979 1979 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
475 NIG 2/10/1979 1979 1/1/1984 1984 3 3 4 7 3 3 8 1 7 0
475 NIG 2/1/1984 1984 3/5/1989 1989 1 0 0 1 4 1 0 7 -7 0
475 NIG 4/5/1989 1989 23/6/1993 1993 1 0 0 1 3 2 0 5 -5 0
475 NIG 24/6/1993 1993 2/10/1995 1995 1 0 0 1 4 1 0 7 -7 0
475 NIG 3/10/1995 1995 16/6/1998 1998 1 0 0 1 4 2 0 6 -6 0
475 NIG 17/6/1998 1998 28/5/1999 1999 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
475 NIG 29/5/1999 1999 31/12/2007 2007 2 2 4 5 2 0 4 0 4 0
481 GAB 17/8/1960 1960 15/3/1968 1968 2 1 4 2 4 2 0 7 -7 0
481 GAB 16/3/1968 1968 29/4/1990 1990 2 1 4 1 4 1 0 9 -9 0
481 GAB 30/4/1990 1990 22/6/1991 1991 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
481 GAB 23/6/1991 1991 31/12/2007 2007 2 0 0 2 3 2 0 4 -4 0
482 CEN 13/8/1960 1960 7/6/1991 1991 1 0 0 1 4 1 0 7 -7 0
482 CEN 8/6/1991 1991 22/8/1993 1993 2 0 0 1 4 2 0 6 -6 0
482 CEN 23/8/1993 1993 14/3/2003 2003 2 2 4 5 2 3 5 0 5 0
482 CEN 15/3/2003 2003 8/5/2005 2005 1 0 0 2 2 3 1 2 -1 0
482 CEN 9/5/2005 2005 31/12/2007 2007 2 0 0 3 3 3 1 2 -1 0
483 CHA 11/8/1960 1960 13/4/1975 1975 2 1 4 1 4 1 0 9 -9 0
483 CHA 14/4/1975 1975 25/8/1978 1978 1 0 0 1 4 1 0 7 -7 0
483 CHA 26/8/1978 1978 12/2/1979 1979 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
483 CHA 13/2/1979 1979 24/7/1984 1984 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
483 CHA 25/7/1984 1984 21/8/1985 1985 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
483 CHA 22/8/1985 1985 1/10/1991 1991 1 0 0 1 4 1 0 7 -7 0
483 CHA 2/10/1991 1991 15/3/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
483 CHA 16/3/1992 1992 2/6/1996 1996 2 0 0 2 3 2 0 4 -4 0
483 CHA 3/6/1996 1996 31/12/2007 2007 2 0 0 2 3 3 1 3 -2 0
484 CON 15/8/1960 1960 8/12/1963 1963 3 3 4 4 3 3 5 1 4 0
484 CON 9/12/1963 1963 5/2/1979 1979 2 1 4 3 4 1 0 7 -7 0
484 CON 6/2/1979 1979 8/1/1991 1991 2 1 4 2 4 1 0 8 -8 0
484 CON 9/1/1991 1991 15/3/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
484 CON 16/3/1992 1992 15/10/1997 1997 3 3 4 5 3 3 6 1 5 0
484 CON 16/10/1997 1997 4/9/2001 2001 1 0 0 1 4 2 0 6 -6 0
484 CON 5/9/2001 2001 9/8/2002 2002 2 0 0 1 3 2 0 5 -5 0
484 CON 10/8/2002 2002 31/12/2007 2007 2 0 0 2 3 2 0 4 -4 0
490 DRC 30/6/1960 1960 15/1/1963 1963 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
490 DRC 16/1/1963 1963 24/11/1965 1965 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
490 DRC 25/11/1965 1965 23/11/1990 1990 2 1 4 1 4 1 0 9 -9 0
490 DRC 24/11/1990 1990 6/12/1992 1992 2 1 4 1 4 2 0 8 -8 0
490 DRC 7/12/1992 1992 30/6/2003 2003 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
490 DRC 1/7/2003 2003 5/12/2006 2006 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
490 DRC 6/12/2006 2006 31/12/2007 2007 2 2 4 5 3 4 6 1 5 0
500 UGA 9/10/1962 1962 15/4/1966 1966 3 3 4 7 1 0 7 0 7 0
500 UGA 16/4/1966 1966 9/9/1967 1967 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
500 UGA 10/9/1967 1967 19/12/1969 1969 2 1 4 3 4 2 0 6 -6 0
500 UGA 20/12/1969 1969 25/1/1971 1971 2 1 4 3 4 1 0 7 -7 0
500 UGA 26/1/1971 1971 26/1/1979 1979 1 0 0 1 4 1 0 7 -7 0
500 UGA 27/1/1979 1979 15/12/1980 1980 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
500 UGA 16/12/1980 1980 29/7/1985 1985 2 2 4 4 3 3 4 1 3 0
500 UGA 30/7/1985 1985 26/1/1986 1986 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
500 UGA 27/1/1986 1986 16/2/1993 1993 1 0 0 1 4 1 0 7 -7 0
500 UGA 17/2/1993 1993 31/12/1995 1995 1 0 0 3 4 2 0 4 -4 0
500 UGA 1/1/1996 1996 27/7/2005 2005 2 0 0 3 4 2 0 4 -4 0
500 UGA 28/7/2005 2005 31/12/2007 2007 2 0 0 3 3 3 1 2 -1 0
501 KEN 12/12/1963 1963 2/6/1966 1966 3 3 4 5 4 2 5 3 2 0
501 KEN 3/6/1966 1966 29/10/1969 1969 2 2 4 4 4 2 3 3 0 0
501 KEN 30/10/1969 1969 8/11/1979 1979 2 1 4 3 4 1 0 7 -7 0
501 KEN 9/11/1979 1979 9/6/1982 1982 2 1 4 3 4 2 0 6 -6 0
501 KEN 10/6/1982 1982 3/12/1991 1991 2 1 4 3 4 1 0 7 -7 0
501 KEN 4/12/1991 1991 15/9/1997 1997 2 1 4 3 3 2 0 5 -5 0
501 KEN 16/9/1997 1997 29/12/2002 2002 2 1 4 3 3 4 2 4 -2 0
501 KEN 30/12/2002 2002 22/10/2007 2007 3 3 4 6 2 4 8 0 8 0
501 KEN 23/10/2007 2007 31/12/2007 2007 3 3 4 6 2 3 7 0 7 0
510 TAZ 9/12/1961 1961 21/1/1992 1992 2 1 4 3 4 1 0 7 -7 0
510 TAZ 22/1/1992 1992 20/11/1995 1995 2 1 4 3 4 2 0 6 -6 0
510 TAZ 21/11/1995 1995 28/10/2000 2000 2 2 4 3 3 2 2 3 -1 0
510 TAZ 29/10/2000 2000 31/12/2007 2007 2 2 4 3 3 3 3 2 1 0
511 ZAN 19/12/1963 1963 26/4/1964 1964 . . . . . . . . -7 8
516 BUI 1/7/1962 1962 15/6/1963 1963 3 1 2 5 2 3 3 3 0 0
516 BUI 16/6/1963 1963 18/10/1965 1965 3 1 2 3 2 3 1 4 -3 0
516 BUI 19/10/1965 1965 29/11/1966 1966 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
516 BUI 30/11/1966 1966 31/12/1983 1983 1 0 0 1 4 1 0 7 -7 0
516 BUI 1/1/1984 1984 31/12/1986 1986 2 0 0 1 4 1 0 7 -7 0
516 BUI 1/1/1987 1987 16/3/1992 1992 1 0 0 1 4 1 0 7 -7 0
516 BUI 17/3/1992 1992 21/10/1993 1993 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
516 BUI 22/10/1993 1993 25/7/1996 1996 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
516 BUI 26/7/1996 1996 4/6/1998 1998 1 0 0 2 4 2 0 5 -5 0
516 BUI 5/6/1998 1998 31/10/2001 2001 1 0 0 3 3 3 1 2 -1 0
516 BUI 1/11/2001 2001 18/8/2005 2005 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
516 BUI 19/8/2005 2005 31/12/2007 2007 2 2 4 6 3 4 7 1 6 0
517 RWA 7/1/1962 1962 5/7/1973 1973 2 1 4 1 3 3 1 6 -5 1
517 RWA 6/7/1973 1973 10/6/1991 1991 1 0 0 1 4 1 0 7 -7 0
517 RWA 11/6/1991 1991 6/4/1994 1994 2 0 0 1 4 1 0 7 -7 0
517 RWA 7/4/1994 1994 18/7/1994 1994 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
517 RWA 19/7/1994 1994 16/4/2000 2000 1 0 0 2 4 1 0 6 -6 0
517 RWA 17/4/2000 2000 29/9/2003 2003 1 0 0 2 3 2 0 4 -4 0
517 RWA 30/9/2003 2003 31/12/2007 2007 2 0 0 3 3 2 0 3 -3 0
520 SOM 1/7/1960 1960 21/10/1969 1969 3 3 4 7 1 0 7 0 7 0
520 SOM 22/10/1969 1969 31/12/1978 1978 1 0 0 1 4 1 0 7 -7 0
520 SOM 1/1/1979 1979 27/1/1991 1991 2 0 0 1 4 1 0 7 -7 0
520 SOM 28/1/1991 1991 31/12/2007 2007 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
522 DJI 27/6/1977 1977 4/9/1992 1992 2 1 4 2 4 1 0 8 -8 0
522 DJI 5/9/1992 1992 9/3/1996 1996 2 1 4 2 4 2 0 7 -7 0
522 DJI 10/3/1996 1996 9/4/1999 1999 2 1 4 2 3 2 0 6 -6 0
522 DJI 10/4/1999 1999 31/12/2007 2007 2 2 4 3 2 3 3 1 2 0
530 ETH 11/2/1855 1855 2/11/1930 1930 1 0 0 7 3 3 5 1 4 0
530 ETH 3/11/1930 1930 3/10/1935 1935 1 0 0 1 3 2 0 5 -5 0
530 ETH 4/10/1935 1935 31/1/1942 1942 1 0 0 1 3 2 0 5 -5 0
530 ETH 1/2/1942 1942 30/6/1946 1946 1 0 0 1 3 2 0 5 -5 0
530 ETH 1/7/1946 1946 12/9/1974 1974 2 1 4 1 4 1 0 9 -9 0
530 ETH 13/9/1974 1974 21/3/1975 1975 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
530 ETH 22/3/1975 1975 10/9/1984 1984 2 1 4 3 4 1 0 7 -7 0
530 ETH 11/9/1984 1984 24/5/1991 1991 2 1 4 2 4 1 0 8 -8 0
530 ETH 25/5/1991 1991 23/5/1993 1993 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
530 ETH 24/5/1993 1993 14/8/1995 1995 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
530 ETH 15/8/1995 1995 31/12/2007 2007 2 2 4 3 3 3 3 2 1 0
531 ERI 24/5/1993 1993 14/3/2001 2001 2 1 4 3 4 2 0 6 -6 0
531 ERI 15/3/2001 2001 31/12/2007 2007 2 1 4 2 4 2 0 7 -7 0
540 ANG 11/11/1975 1975 5/3/1991 1991 2 1 4 3 4 1 0 7 -7 0
540 ANG 6/3/1991 1991 16/5/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
540 ANG 17/5/1992 1992 15/6/1993 1993 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
540 ANG 16/6/1993 1993 14/4/1997 1997 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
540 ANG 15/4/1997 1997 22/8/2002 2002 2 1 4 3 3 3 1 4 -3 0
540 ANG 23/8/2002 2002 31/12/2007 2007 2 1 4 3 3 4 2 4 -2 0
541 MZM 25/6/1975 1975 26/7/1986 1986 2 1 4 2 4 1 0 8 -8 0
541 MZM 27/7/1986 1986 30/1/1991 1991 2 1 4 3 4 1 0 7 -7 0
541 MZM 31/1/1991 1991 27/10/1994 1994 2 1 4 3 4 2 0 6 -6 0
541 MZM 28/10/1994 1994 31/12/2007 2007 3 3 4 4 2 4 6 0 6 0
551 ZAM 24/10/1964 1964 14/8/1968 1968 3 3 4 3 3 3 4 2 2 0
551 ZAM 15/8/1968 1968 8/12/1972 1972 2 2 4 2 3 3 3 3 0 0
551 ZAM 9/12/1972 1972 31/10/1991 1991 2 1 4 1 4 1 0 9 -9 0
551 ZAM 1/11/1991 1991 18/11/1996 1996 3 3 4 5 2 3 6 0 6 0
551 ZAM 19/11/1996 1996 27/12/2001 2001 2 1 4 5 2 3 3 2 1 0
551 ZAM 28/12/2001 2001 31/12/2007 2007 2 2 4 5 2 3 5 0 5 0
552 ZIM 11/11/1965 1965 12/12/1979 1979 3 3 4 7 4 2 7 3 4 -1
552 ZIM 13/12/1979 1979 18/4/1980 1980 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
552 ZIM 19/4/1980 1980 8/3/1983 1983 2 2 4 5 3 3 5 1 4 0
552 ZIM 9/3/1983 1983 22/12/1987 1987 2 2 4 4 3 2 3 2 1 0
552 ZIM 23/12/1987 1987 10/9/1999 1999 2 1 4 3 4 2 0 6 -6 0
552 ZIM 11/9/1999 1999 26/7/2001 2001 2 1 4 3 3 3 1 4 -3 0
552 ZIM 27/7/2001 2001 31/12/2007 2007 2 1 4 2 3 3 1 5 -4 0
553 MAW 6/7/1964 1964 14/6/1993 1993 2 1 4 1 4 1 0 9 -9 0
553 MAW 15/6/1993 1993 17/5/1994 1994 2 1 4 1 4 2 0 8 -8 0
553 MAW 18/5/1994 1994 25/3/2001 2001 2 2 4 5 2 4 6 0 6 0
553 MAW 26/3/2001 2001 28/1/2003 2003 2 2 4 4 3 4 5 1 4 0
553 MAW 29/1/2003 2003 20/5/2004 2004 2 2 4 5 3 4 6 1 5 0
553 MAW 21/5/2004 2004 5/2/2005 2005 2 2 4 6 3 4 7 1 6 0
553 MAW 6/2/2005 2005 31/12/2007 2007 2 2 4 6 2 3 6 0 6 0
560 SAF 31/5/1910 1910 2/2/1990 1990 3 3 4 7 4 2 7 3 4 0
560 SAF 3/2/1990 1990 26/10/1992 1992 3 3 4 7 3 2 7 2 5 0
560 SAF 27/10/1992 1992 26/4/1994 1994 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
560 SAF 27/4/1994 1994 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
563 TRA 1/1/1852 1852 30/5/1910 1910 . . . . . . . . 0 8
564 OFS 28/03/1854 1854 30/5/1910 1910 3 3 4 7 4 2 7 3 4 2
565 NAM 21/3/1990 1990 31/12/2007 2007 2 2 4 5 2 4 6 0 6 0
570 LES 4/10/1966 1966 30/1/1970 1970 3 3 4 7 2 4 9 0 9 0
570 LES 31/1/1970 1970 12/3/1973 1973 2 1 4 1 4 1 0 9 -9 0
570 LES 13/3/1973 1973 19/1/1986 1986 2 1 4 2 4 2 0 7 -7 0
570 LES 20/1/1986 1986 31/12/1990 1990 1 0 0 1 4 1 0 7 -7 0
570 LES 1/1/1991 1991 27/3/1993 1993 2 0 0 1 4 1 0 7 -7 0
570 LES 28/3/1993 1993 15/5/1998 1998 3 3 4 7 2 3 8 0 8 0
570 LES 16/5/1998 1998 16/1/1999 1999 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
570 LES 17/1/1999 1999 4/6/2002 2002 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
570 LES 5/6/2002 2002 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
571 BOT 30/9/1966 1966 21/10/1969 1969 2 2 4 5 2 4 6 0 6 0
571 BOT 22/10/1969 1969 14/9/1987 1987 3 3 4 5 2 4 7 0 7 0
571 BOT 15/9/1987 1987 5/8/1997 1997 3 3 4 6 2 4 8 0 8 0
571 BOT 6/8/1997 1997 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
572 SWA 6/9/1968 1968 12/4/1973 1973 3 2 3 2 3 3 3 3 0 0
572 SWA 13/4/1973 1973 11/10/1993 1993 3 1 2 1 4 1 0 10 -10 0
572 SWA 12/10/1993 1993 31/12/1998 1998 3 1 2 1 4 2 0 9 -9 0
572 SWA 1/1/1999 1999 31/12/2007 2007 3 1 2 2 4 1 0 9 -9 0
580 MAG 1/1/1816 1816 5/8/1896 1896 . . . . . . . . -10 8
580 MAG 26/6/1960 1960 18/5/1972 1972 2 2 4 3 3 2 2 3 -1 0
580 MAG 19/5/1972 1972 4/2/1975 1975 2 1 4 3 3 3 1 4 -3 0
580 MAG 5/2/1975 1975 31/10/1991 1991 2 1 4 3 4 2 0 6 -6 0
580 MAG 1/11/1991 1991 25/11/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
580 MAG 26/11/1992 1992 14/3/1997 1997 3 3 4 7 2 4 9 0 9 0
580 MAG 15/3/1997 1997 7/4/1998 1998 3 3 4 6 2 4 8 0 8 0
580 MAG 8/4/1998 1998 31/12/2007 2007 3 3 4 5 2 4 7 0 7 0
581 COM 6/7/1975 1975 2/1/1976 1976 3 3 4 5 2 0 5 0 5 0
581 COM 3/1/1976 1976 30/9/1978 1978 1 0 0 3 4 2 0 4 -4 0
581 COM 1/10/1978 1978 24/10/1982 1982 2 0 0 3 4 1 0 5 -5 0
581 COM 25/10/1982 1982 1/1/1985 1985 2 0 0 2 4 1 0 6 -6 0
581 COM 2/1/1985 1985 20/3/1990 1990 2 0 0 1 4 1 0 7 -7 0
581 COM 21/3/1990 1990 15/9/1995 1995 2 2 4 5 3 3 5 1 4 0
581 COM 16/9/1995 1995 14/3/1996 1996 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
581 COM 15/3/1996 1996 30/4/1999 1999 2 2 4 5 3 3 5 1 4 0
581 COM 1/5/1999 1999 14/8/2000 2000 1 0 0 1 2 3 1 3 -2 0
581 COM 15/8/2000 2000 25/12/2001 2001 1 0 0 2 2 3 1 2 -1 0
581 COM 26/12/2001 2001 19/1/2002 2002 1 0 0 2 2 4 2 2 0 0
581 COM 20/1/2002 2002 20/4/2004 2004 2 0 0 5 2 4 4 0 4 0
581 COM 21/4/2004 2004 4/6/2006 2006 2 0 0 7 2 4 6 0 6 0
581 COM 5/6/2006 2006 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
590 MAS 12/3/1968 1968 30/6/1982 1982 3 3 4 7 2 4 9 0 9 0
590 MAS 1/7/1982 1982 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
600 MOR 1/1/1816 1816 1/1/1904 1904 3 1 1 1 3 3 1 7 -6 3
600 MOR 2/3/1956 1956 1/6/1961 1961 3 1 1 2 3 3 1 6 -5 0
600 MOR 2/6/1961 1961 12/11/1963 1963 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
600 MOR 13/11/1963 1963 6/6/1965 1965 3 1 2 3 2 3 1 4 -3 0
600 MOR 7/6/1965 1965 3/6/1977 1977 3 1 1 1 4 2 0 9 -9 0
600 MOR 4/6/1977 1977 4/9/1992 1992 3 1 2 2 4 2 0 8 -8 0
600 MOR 5/9/1992 1992 14/2/1998 1998 3 1 2 3 4 2 0 7 -7 0
600 MOR 15/2/1998 1998 31/12/2007 2007 3 1 2 3 3 2 0 6 -6 0
615 ALG 1/1/1816 1816 5/7/1830 1830 . . . . . . . . -10 8
615 ALG 5/7/1962 1962 19/6/1965 1965 2 1 4 2 4 1 0 8 -8 0
615 ALG 20/6/1965 1965 23/2/1989 1989 2 1 4 1 4 1 0 9 -9 0
615 ALG 24/2/1989 1989 14/1/1992 1992 2 1 4 3 2 3 1 3 -2 0
615 ALG 15/1/1992 1992 16/11/1995 1995 2 0 0 1 4 1 0 7 -7 0
615 ALG 17/11/1995 1995 8/4/2004 2004 2 1 4 3 3 3 1 4 -3 0
615 ALG 9/4/2004 2004 31/12/2007 2007 2 0 0 5 3 3 3 1 2 0
616 TUN 1/1/1816 1816 12/5/1881 1881 . . . . . . . . -10 8
616 TUN 1/1/1956 1956 8/6/1970 1970 2 1 4 1 4 1 0 9 -9 4
616 TUN 9/6/1970 1970 11/9/1971 1971 2 1 4 2 4 1 0 8 -8 0
616 TUN 12/9/1971 1971 18/7/1981 1981 2 1 4 1 4 1 0 9 -9 0
616 TUN 19/7/1981 1981 7/11/1987 1987 2 1 4 1 4 2 0 8 -8 0
616 TUN 8/11/1987 1987 17/9/1993 1993 2 1 4 3 3 2 0 5 -5 0
616 TUN 18/9/1993 1993 1/6/2002 2002 2 1 4 3 3 3 1 4 -3 0
616 TUN 2/6/2002 2002 31/12/2007 2007 2 1 4 2 3 3 1 5 -4 0
620 LIB 1/1/1816 1816 31/12/1834 1834 . . . . . . . . -10 8
620 LIB 24/12/1951 1951 1/9/1969 1969 3 1 2 3 4 2 0 7 -7 0
620 LIB 2/9/1969 1969 31/12/1976 1976 1 0 0 1 4 1 0 7 -7 0
620 LIB 1/1/1977 1977 31/12/1998 1998 2 0 0 1 4 1 0 7 -7 0
620 LIB 1/1/1999 1999 31/12/2007 2007 1 0 0 1 4 1 0 7 -7 0
625 SUD 1/1/1956 1956 17/11/1958 1958 3 3 4 7 2 3 8 0 8 0
625 SUD 18/11/1958 1958 22/10/1964 1964 1 0 0 1 4 1 0 7 -7 0
625 SUD 23/10/1964 1964 21/4/1965 1965 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
625 SUD 22/4/1965 1965 25/5/1969 1969 3 3 4 7 3 3 8 1 7 0
625 SUD 26/5/1969 1969 12/10/1971 1971 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
625 SUD 13/10/1971 1971 6/4/1985 1985 2 1 4 3 4 1 0 7 -7 0
625 SUD 7/4/1985 1985 1/4/1986 1986 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
625 SUD 2/4/1986 1986 30/6/1989 1989 3 3 4 7 3 3 8 1 7 0
625 SUD 1/7/1989 1989 12/8/2002 2002 1 0 0 1 4 1 0 7 -7 0
625 SUD 13/8/2002 2002 8/7/2005 2005 1 0 0 1 4 2 0 6 -6 0
625 SUD 9/7/2005 2005 31/12/2007 2007 1 0 0 2 3 2 0 4 -4 0
630 IRN 1/1/1816 1816 7/10/1906 1906 3 1 1 1 4 1 0 10 -10 1
630 IRN 8/10/1906 1906 21/2/1921 1921 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
630 IRN 22/2/1921 1921 13/12/1925 1925 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
630 IRN 14/12/1925 1925 21/3/1935 1935 3 1 1 3 4 2 0 7 -7 0
630 IRN 22/3/1935 1935 25/8/1941 1941 3 1 1 3 4 1 0 8 -8 0
630 IRN 26/8/1941 1941 11/9/1944 1944 3 1 2 5 1 0 2 3 -1 0
630 IRN 12/9/1944 1944 11/1/1947 1947 3 1 2 5 2 0 2 3 -1 0
630 IRN 12/1/1947 1947 19/8/1953 1953 3 1 2 5 3 3 3 4 -1 0
630 IRN 20/8/1953 1953 5/3/1955 1955 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
630 IRN 6/3/1955 1955 17/1/1979 1979 3 1 1 1 4 1 0 10 -10 0
630 IRN 16/3/1979 1979 31/12/1981 1981 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
630 IRN 18/1/1979 1979 15/3/1979 1979 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
630 IRN 1/1/1982 1982 3/8/1997 1997 2 1 4 3 4 2 0 6 -6 0
