dyad,statelno,statelab,statehno,statehab,conttype,begin,end,notes,version
800816,800,"THI",816,"DRV",5,197504,200612,"Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN",3.1
800817,800,"THI",817,"RVN",5,195406,197504,"Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN",3.1
800820,800,"THI",820,"MAL",1,195708,200612,"Begins with MAL system entry",3.1
800850,800,"THI",850,"INS",4,194912,200612,"Across Strait of Malacca (through Sumatra); begins with INS system entry",3.1
811812,811,"CAM",812,"LAO",1,195311,200612,"Begins with CAM system entry",3.1
811816,811,"CAM",816,"DRV",1,197504,200612,"Through S.Vietnam; begins with DRV absorption of RVN",3.1
811817,811,"CAM",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.1
811820,811,"CAM",820,"MAL",5,195708,200612,"Across Gulf of Thailand; begins with MAL system entry",3.1
812816,812,"LAO",816,"DRV",1,195407,200612,"Begins with DRV system entry",3.1
812817,812,"LAO",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.1
816817,816,"DRV",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.1
816820,816,"DRV",820,"MAL",5,197504,200612,"Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN",3.1
816850,816,"DRV",850,"INS",5,197504,200612,"Across South China Sea (through S.Vietnam); begins with DRV absorption of RVN",3.1
817820,817,"RVN",820,"MAL",5,195708,197504,"Across South China Sea; begins with MAL system entry; ends with DRV absorption of RVN",3.1
817850,817,"RVN",850,"INS",5,195406,197504,"Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN",3.1
820830,820,"MAL",830,"SIN",1,196508,200612,"Begins with SIN system entry",3.1
820835,820,"MAL",835,"BRU",1,198401,200612,"Begins with BRU system etry",3.1
820840,820,"MAL",840,"PHI",3,196309,200612,"Across Balabac Strait (through Sabah-Palawan); begins when Sabah/Sarawak join MAL",3.1
820850,820,"MAL",850,"INS",3,195708,196309,"Across Strait of Malacca (through Sumatra-Malay Peninsula); begins with MAL system entry; replaced by land border when Sabah/Sarawak join MAL",3.1
820850,820,"MAL",850,"INS",1,196309,200612,"Begins when Sabah/Sarawak join MAL",3.1
830850,830,"SIN",850,"INS",2,196508,200612,"Across Singapore Strait; begins with SIN system entry",3.1
835840,835,"BRU",840,"PHI",5,198401,200612,"Across South China Sea (through Palawan); begins with BRU system etry",3.1
840850,840,"PHI",850,"INS",4,194912,200612,"Across Celebes Sea (through Sulu Archipelago-Borneo); begins with INS system entry",3.1
840986,840,"PHI",986,"PAL",5,199411,200612,"Across Pacific Ocean; begins with PAL system entry",3.1
850860,850,"INS",860,"ETM",1,200209,200612,"Begins with ETM system entry",3.1
850900,850,"INS",900,"AUL",5,194912,196304,"Across Timor Sea (through Timor); begins with INS system entry; replaced by closer contiguity with INS acquisition of West Irian",3.1
850900,850,"INS",900,"AUL",4,196305,200612,"Across Arafura Sea (through Irian Jaya); begins with INS acquisition of West Irian",3.1
850910,850,"INS",910,"PNG",1,197509,200612,"Begins with PNG system entry",3.1
850986,850,"INS",986,"PAL",4,199411,200612,"Across Pacific Ocean; begins with PAL system entry",3.1
850987,850,"INS",987,"FSM",5,199109,200612,"Across Pacific Ocean; begins with FSM system entry",3.1
860900,860,"ETM",900,"AUL",5,200209,200612,"Across Timor Sea; begins with ETM system entry",3.1
900910,900,"AUL",910,"PNG",2,197509,200612,"Across Torres Strait; begins with PNG system entry",3.1
910940,910,"PNG",940,"SOL",2,197807,200612,"Across Solomon Sea; begins with SOL system entry",3.1
910987,910,"PNG",987,"FSM",5,199109,200612,"Across Pacific Ocean; begins with FSM system entry",3.1
935940,935,"VAN",940,"SOL",4,198109,200612,"Across Pacific Ocean; begins with VAN system entry",3.1
946947,946,"KIR",947,"TUV",5,200008,200612,"Across Pacific Ocean; begins with TUV system entry",3.1
946970,946,"KIR",970,"NAU",5,199909,200612,"Across Pacific Ocean; begins with KIR and NAU system entry",3.1
946983,946,"KIR",983,"MSI",5,199909,200612,"Across Pacific Ocean; begins with KIR system entry",3.1
947950,947,"TUV",950,"FIJ",5,200008,200612,"Across Pacific Ocean; begins with TUV system entry",3.1
950955,950,"FIJ",955,"TON",5,199908,200612,"Across Pacific Ocean; begins with TON system entry",3.1
955990,955,"TON",990,"WSM",5,199908,200612,"Across Pacific Ocean; begins with TON system entry",3.1
986987,986,"PAL",987,"FSM",4,199411,200612,"Across Pacific Ocean; begins with PAL system entry",3.1
